PolicyId,Year,Month,PrevMonth,MeanTimeBetween,TimingProb,TargetMean,Efm,EfmI,EfmD,EstimatedPayout,ActualPayout,PercentError,,,EstimatedPayout,ActualPayout,PercentError
169913,2016,April,April,1,0,129.8716666667,0,0,0,0,163.27,-100,,,,,
169959,2016,April,April,1.1,1.6111111111,182.4645454545,0.7059001015,0,0,86.46,175.03,-50.6027538136,,,,,
169968,2016,April,December,0,0,7.21,0,0,0,0,0,0,,,,,
169976,2016,April,April,2,0,31.07,0,0,0,0,0,0,,,,,
170003,2016,April,April,0,0,0,0,0,0,0,0,0,,,,,
170052,2016,April,April,1.2222222222,1.3928571429,503.841,0.0712608366,0,0,651.77,183.84,254.5311140122,,,,,
170073,2016,April,March,3,0,0,0,0,0,0,0,0,,,,,
170092,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
170132,2016,April,February,7,0,0,0,0,0,0,0,0,,,,,
170166,2016,April,January,3,0,48.56,0,0,0,0,0,0,,,,,
170207,2016,April,December,0,0,53.77,0,0,0,0,0,0,,,,,
170256,2016,April,March,4,0,28.56,0,0,0,0,0,0,,,,,
170348,2016,April,January,0,0,132.76,0,0,0,0,0,0,,,,,
170360,2016,April,March,2,0,86.376,1,0,0,0,0,0,,,,,
170408,2016,April,April,1.2222222222,1.171875,318.607,0.0578509445,0,0,351.77,714.64,-50.7766147991,,,,,
170415,2016,April,April,1.1,1.6111111111,170.7236363636,0.940925088,0,0,16.25,9.17,77.2082878953,,,,,
170508,2016,April,August,0,0,81.87,0,0,0,0,0,0,,,,,
170553,2016,April,March,3.5,0,712.6633333333,-0.0432324943,0,0,0,0,0,,,,,
170570,2016,April,January,1.2,0,307.8683333333,-0.064780691,0,0,0,0,0,,,,,
170605,2016,April,March,2.2,1.0319148936,182.645,0.2834199705,0,0,135.06,0,100,,,,,
170629,2016,April,January,8,0,7.07,0,0,0,0,0,0,,,,,
170671,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
170687,2016,April,March,2.3333333333,1.1428571429,0,0,0,0,0,0,0,,,,,
170702,2016,April,April,1.2222222222,1.3928571429,119.87,0,0,0,166.96,267.53,-37.5920457519,,,,,
170703,2016,April,January,6,0,0,0,0,0,0,0,0,,,,,
170712,2016,April,April,1.1,1.6111111111,178.8972727273,0.0053834076,0,0,286.67,1262.56,-77.2945444177,,,,,
170713,2016,April,April,1.5714285714,1.1375,81.8275,-0.0843784378,0,0,100.93,15.34,557.9530638853,,,,,
170733,2016,April,April,1.2222222222,1.3928571429,53.297,0.306120332,0,0,51.51,25.67,100.6622516556,,,,,
170856,2016,April,July,0,0,77.14,0,0,0,0,0,0,,,,,
170881,2016,April,March,8,0,0,0,0,0,0,0,0,,,,,
170915,2016,April,November,0,0,12.5,0,0,0,0,0,0,,,,,
171041,2016,April,January,7,0,7.56,0,0,0,0,0,0,,,,,
171059,2016,April,April,1.8333333333,1.1037735849,30.5771428571,0.1023898035,0,0,30.29,25.93,16.8145005785,,,,,
171107,2016,April,April,3.5,1.14,8.6533333333,0,0,0,9.86,0,100,,,,,
171114,2016,April,April,0,0,78.44,0,0,0,0,78.44,-100,,,,,
171128,2016,April,March,3,1.125,94.955,0,0,0,106.82,0,100,,,,,
171148,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
171154,2016,April,March,1.375,1.1,54.9666666667,0,0,0,60.46,0,100,,,,,
171168,2016,April,April,1.6666666667,1.25,275.7142857143,-0.0110400981,0,0,348.45,26.85,1197.7653631285,,,,,
171230,2016,April,April,1,0,283.9225,0.0053826155,0,0,0,22.7,-100,,,,,
171253,2016,April,August,0,0,315.7,0,0,0,0,0,0,,,,,
171299,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
171310,2016,April,April,2,0,65.175,0,0,0,0,0,0,,,,,
171314,2016,April,January,7,0,0,0,0,0,0,0,0,,,,,
171336,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
171364,2016,April,October,0,0,124.74,0,0,0,0,0,0,,,,,
171379,2016,April,April,1.375,1.3666666667,25.2277777778,0.9204883859,0,0,2.74,33.58,-91.8403811793,,,,,
171390,2016,April,March,0,0,59.47,0,0,0,0,0,0,,,,,
171439,2016,April,April,2.2,1.0859375,35.3,0,0,0,38.33,41.74,-8.1696214662,,,,,
171446,2016,April,March,1.5,1.5,603.9666666667,1,0,0,0,0,0,,,,,
171537,2016,April,January,7,0,184.17,-1.3648238153,0,0,0,0,0,,,,,
171617,2016,April,January,10,0,0,0,0,0,0,0,0,,,,,
171645,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
171730,2016,April,September,0,0,53.86,0,0,0,0,0,0,,,,,
171762,2016,April,January,6,0,352.635,0,0,0,0,0,0,,,,,
171768,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
171782,2016,April,January,1,0,625.005,-0.1516645987,0,0,0,0,0,,,,,
171785,2016,April,January,2,0.75,276.8233333333,0,0,0,207.62,0,100,,,,,
171854,2016,April,March,2,1.25,18.236,-0.2726801452,0,0,29.01,0,100,,,,,
171870,2016,April,August,0,0,65.72,0,0,0,0,0,0,,,,,
171871,2016,April,February,3.5,1.1666666667,0,0,0,0,0,0,0,,,,,
171902,2016,April,September,0,0,42,0,0,0,0,0,0,,,,,
171941,2016,April,January,1,0,71.14,-1.7455808081,0,0,0,0,0,,,,,
171960,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
171969,2016,April,February,2.75,1.0294117647,166.478,0.2373962167,0,0,130.69,0,100,,,,,
171973,2016,April,December,0,0,678.32,0,0,0,0,0,0,,,,,
172078,2016,April,April,1.3333333333,2,152.1275,0.3369301152,0,0,201.74,112.17,79.8520103414,,,,,
172099,2016,April,January,7,0,62.395,-66.5913978495,0,0,0,0,0,,,,,
172106,2016,April,January,1,0,21.6066666667,0,0,0,0,0,0,,,,,
172164,2016,April,January,1,0,139.125,0,0,0,0,0,0,,,,,
172171,2016,April,January,1,0,429.925,-0.1278568821,0,0,0,0,0,,,,,
172265,2016,April,April,1.1,1.6111111111,410.6754545455,0.8031344954,0,0,130.25,205.7,-36.6796305299,,,,,
172271,2016,April,December,0,0,165.73,0,0,0,0,0,0,,,,,
172389,2016,April,April,1.5,1.1,389.19,0,0,0,428.11,157.87,171.1788180148,,,,,
172394,2016,April,January,5,0,160.285,-1.1261032769,0,0,0,209.57,-100,,,,,
172566,2016,April,January,5,0,70.385,-0.3324659965,0,0,0,0,0,,,,,
172597,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
172600,2016,April,May,0,0,151.44,0,0,0,0,0,0,,,,,
172655,2016,April,April,1.6666666667,1.25,81.7371428571,0.3168677728,0,0,69.8,73.56,-5.111473627,,,,,
172667,2016,April,January,2,0,21.1433333333,-3.3010948905,0,0,0,0,0,,,,,
172688,2016,April,March,1.125,1.0714285714,102.0555555556,0,0,0,109.35,0,100,,,,,
172700,2016,April,January,1,0,1417.63,-0.2968690275,0,0,0,0,0,,,,,
172735,2016,April,January,0,0,0,0,0,0,0,0,0,,,,,
172787,2016,April,January,4,0,0,0,0,0,0,0,0,,,,,
172827,2016,April,January,1.5714285714,0.9074074074,75.25625,0,0,0,68.29,0,100,,,,,
172836,2016,April,December,0,0,557.3,0,0,0,0,0,0,,,,,
172845,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
172883,2016,April,August,0,0,499.17,0,0,0,0,0,0,,,,,
172924,2016,April,January,2,0,482.365,0,0,0,0,0,0,,,,,
172967,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
172997,2016,April,March,2.6666666667,1.05,102.365,0,0,0,107.48,0,100,,,,,
173013,2016,April,April,1.375,1.3666666667,39.5333333333,0.0255543403,0,0,52.65,28.93,81.9910127895,,,,,
173047,2016,April,August,0,0,0,0,0,0,0,0,0,,,,,
173050,2016,April,January,1.2,0,49.5366666667,-0.0691039427,0,0,0,0,0,,,,,
173146,2016,April,June,0,0,74.57,0,0,0,0,0,0,,,,,
173178,2016,April,April,1.2222222222,1.3928571429,126.708,1,0,0,0,57.08,-100,,,,,
173184,2016,April,April,1.2222222222,1.3928571429,272.905,0.1036564119,0,0,340.72,11.74,2802.2146507666,,,,,
173231,2016,April,January,6,0,118.9,-0.3965465239,0,0,0,0,0,,,,,
173251,2016,April,March,3,1.125,153.2025,0,0,0,172.35,0,100,,,,,
173254,2016,April,January,2,0,15.24,0,0,0,0,0,0,,,,,
173278,2016,April,September,0,0,16.29,0,0,0,0,0,0,,,,,
173321,2016,April,February,10,0,0,0,0,0,0,0,0,,,,,
173328,2016,April,December,0,0,104.9,0,0,0,0,0,0,,,,,
173337,2016,April,March,2.5,1.15,0,0,0,0,0,0,0,,,,,
173356,2016,April,November,0,0,17.64,0,0,0,0,0,0,,,,,
173422,2016,April,March,3,1.125,0.57,1,0,0,0,0,0,,,,,
173462,2016,April,January,3,0,870.445,0,0,0,0,0,0,,,,,
173471,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
173494,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
173595,2016,April,February,6,0,29.625,-0.5927701955,0,0,0,0,0,,,,,
173605,2016,April,March,1.3333333333,1.125,379.09,-0.0059465861,0,0,429.01,0,100,,,,,
173637,2016,April,January,4,0,68.225,-0.9713176623,0,0,0,0,0,,,,,
173757,2016,April,April,2.25,1.4090909091,245.874,0,0,0,346.46,806.57,-57.045265755,,,,,
173774,2016,April,September,0,0,338.4,0,0,0,0,0,0,,,,,
173781,2016,April,January,8,0,0,0,0,0,0,0,0,,,,,
173796,2016,April,December,0,0,139.3,0,0,0,0,0,0,,,,,
173811,2016,April,April,0,0,24.86,0,0,0,0,24.86,-100,,,,,
173816,2016,April,March,5,0,19.07,0,0,0,0,0,0,,,,,
173829,2016,April,January,4,0,842.815,-0.2594227841,0,0,0,0,0,,,,,
173850,2016,April,April,1.1111111111,1.625,140.043,0,0,0,227.57,343.27,-33.7052465989,,,,,
173894,2016,April,July,0,0,136.93,0,0,0,0,0,0,,,,,
173918,2016,April,June,0,0,332.59,0,0,0,0,0,0,,,,,
174091,2016,April,April,1.5,1.75,79.658,0.8288940976,0,0,23.85,140.79,-83.0598764117,,,,,
174104,2016,April,April,1.6,1.25,19.9866666667,-0.7752120641,0,0,44.35,16.45,169.6048632219,,,,,
174228,2016,April,January,1,0,454.2711111111,0,0,0,0,2562.88,-100,,,,,
174231,2016,April,January,3,0,0,0,0,0,0,0,0,,,,,
174282,2016,April,August,0,0,470.79,0,0,0,0,0,0,,,,,
174332,2016,April,January,3,1,12.6566666667,-1.1563682219,0,0,27.29,17.1,59.5906432749,,,,,
174356,2016,April,January,3,0,46.655,-5.7456492637,0,0,0,0,0,,,,,
174387,2016,April,June,0,0,65.9,0,0,0,0,0,0,,,,,
174388,2016,April,April,1.1428571429,1.6666666667,169.38,-0.0700806385,0,0,302.08,120.27,151.1682048724,,,,,
174410,2016,April,May,0,0,1115.8,0,0,0,0,0,0,,,,,
174467,2016,April,March,4,0,44.625,0,0,0,0,0,0,,,,,
174491,2016,April,February,2,1,78.1633333333,0.885725774,0,0,8.93,0,100,,,,,
174579,2016,April,January,3,1,35.43,0,0,0,35.43,0,100,,,,,
174598,2016,April,March,3,0,0,0,0,0,0,0,0,,,,,
174620,2016,April,January,3,0,15.105,0,0,0,0,0,0,,,,,
174640,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
174648,2016,April,March,8,0,0,0,0,0,0,0,0,,,,,
174700,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
174706,2016,April,April,1,0,0,0,0,0,0,0,0,,,,,
174720,2016,April,January,6,0,132.83,-1.6178252551,0,0,0,164.19,-100,,,,,
174721,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
174733,2016,April,February,0,0,0,0,0,0,0,0,0,,,,,
174762,2016,April,February,4,1.5,48.08,-21.5925925926,0,0,1629.38,0,100,,,,,
174830,2016,April,April,3,0,0,0,0,0,0,0,0,,,,,
174875,2016,April,January,1,0,64.465,0,0,0,0,128.93,-100,,,,,
174901,2016,April,January,1.4,0.3333333333,74.8866666667,0,0,0,24.96,0,100,,,,,
174924,2016,April,June,0,0,11.79,0,0,0,0,0,0,,,,,
174934,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
174974,2016,April,January,4,0,321.55,0,0,0,0,0,0,,,,,
175124,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
175159,2016,April,January,1,0,778.3225,-0.0136270503,0,0,0,0,0,,,,,
175202,2016,April,January,1.5,0,53.65,0,0,0,0,0,0,,,,,
175242,2016,April,January,1,0,46.725,0,0,0,0,0,0,,,,,
175258,2016,April,January,7,0,0,0,0,0,0,0,0,,,,,
175270,2016,April,January,1,0,243.39,0,0,0,0,0,0,,,,,
175486,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
175560,2016,April,November,0,0,102.11,0,0,0,0,0,0,,,,,
175561,2016,April,February,8,0,0,0,0,0,0,0,0,,,,,
175582,2016,April,October,0,0,131.01,0,0,0,0,0,0,,,,,
175719,2016,April,January,5,0,76.54,-0.5213504137,0,0,0,0,0,,,,,
175744,2016,April,March,1,0,29.5866666667,0,0,0,0,0,0,,,,,
175771,2016,April,March,3,1.125,119.6066666667,0,0,0,134.56,0,100,,,,,
175826,2016,April,January,3,0,94.13,-1.3818472611,0,0,0,0,0,,,,,
175833,2016,April,February,2.5,1.0555555556,333.2366666667,0,0,0,351.75,0,100,,,,,
175893,2016,April,February,1,0,5.23,0,0,0,0,0,0,,,,,
175909,2016,April,April,1.4285714286,1.0925925926,212.51125,1,0,0,0,100.06,-100,,,,,
175913,2016,April,February,0,0,206.8,0,0,0,0,0,0,,,,,
175915,2016,April,March,2,0,0,0,0,0,0,0,0,,,,,
175951,2016,April,March,1.4,1.0625,307.7516666667,0,0,0,326.99,0,100,,,,,
176013,2016,April,October,0,0,382.22,0,0,0,0,0,0,,,,,
176053,2016,April,April,1,0,213.3425,0.7988704394,0,0,0,59.14,-100,,,,,
176059,2016,April,March,5,0,0,0,0,0,0,0,0,,,,,
176089,2016,April,January,1.3333333333,0,249.9975,0,0,0,0,0,0,,,,,
176098,2016,April,March,5,0,42.515,0,0,0,0,0,0,,,,,
176101,2016,April,January,3,0,26.095,0,0,0,0,0,0,,,,,
176104,2016,April,November,0,0,209.13,0,0,0,0,0,0,,,,,
176145,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
176163,2016,April,January,1,0,231.5966666667,-0.1756810987,0,0,0,0,0,,,,,
176204,2016,April,January,1.5,0,77.9933333333,-0.133589777,0,0,0,173.87,-100,,,,,
176302,2016,April,April,1,0,195.365,0,0,0,0,0,0,,,,,
176309,2016,April,January,4,0,0,0,0,0,0,0,0,,,,,
176397,2016,April,August,0,0,0,0,0,0,0,0,0,,,,,
176509,2016,April,April,2.6666666667,1.2857142857,126.99,-0.2260686676,0,0,200.18,157.46,27.1306998603,,,,,
176513,2016,April,January,1,0,9.45,0,0,0,0,0,0,,,,,
176514,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
176602,2016,April,February,2.5,1.25,0,0,0,0,0,0,0,,,,,
176644,2016,April,January,5.5,1.2777777778,130.8633333333,0,0,0,167.21,0,100,,,,,
176692,2016,April,March,3,0,0,0,0,0,0,0,0,,,,,
176747,2016,April,January,4,0,13.85,0,0,0,0,0,0,,,,,
176769,2016,April,April,2,0,60.315,-0.9530233679,0,0,0,39.56,-100,,,,,
176784,2016,April,January,1,0,48.61,-0.3392610497,0,0,0,77.57,-100,,,,,
176828,2016,April,April,1.2222222222,1.3928571429,80.197,0.0457388386,0,0,106.59,401.89,-73.4778173132,,,,,
176838,2016,April,February,9,0,0,0,0,0,0,0,0,,,,,
176906,2016,April,November,0,0,110.31,0,0,0,0,0,0,,,,,
176944,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
177062,2016,April,April,3,0,22.965,0,0,0,0,0,0,,,,,
177065,2016,April,April,0,0,11.28,0,0,0,0,11.28,-100,,,,,
177081,2016,April,April,1.6666666667,1.15625,432.0228571429,1,0,0,0,171,-100,,,,,
177093,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
177134,2016,April,January,2,0,0,0,0,0,0,0,0,,,,,
177220,2016,April,February,8,0,34.46,0,0,0,0,0,0,,,,,
177262,2016,April,October,0,0,105,0,0,0,0,0,0,,,,,
177296,2016,April,March,1.5,1.1666666667,18.89,0,0,0,22.04,0,100,,,,,
177300,2016,April,January,0,0,67.5,0,0,0,0,0,0,,,,,
177343,2016,April,March,2.6666666667,1.3125,112.53,0.574134578,0,0,62.9,0,100,,,,,
177360,2016,April,January,2,0,0,0,0,0,0,0,0,,,,,
177460,2016,April,March,3,1.5,0.2966666667,0,0,0,0.45,0,100,,,,,
177544,2016,April,June,0,0,69.31,0,0,0,0,0,0,,,,,
177599,2016,April,January,2,0.875,65.206,-0.2189997716,0,0,69.55,46.89,48.3258690552,,,,,
177660,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
177667,2016,April,December,0,0,456.91,0,0,0,0,0,0,,,,,
177714,2016,April,July,0,0,0,0,0,0,0,0,0,,,,,
177754,2016,April,April,2,1.25,36.285,0,0,0,45.36,0,100,,,,,
177765,2016,April,January,5,0,379.93,0,0,0,0,0,0,,,,,
177769,2016,April,January,3.6666666667,1.5,105.3675,-0.1420176298,0,0,180.5,0,100,,,,,
177826,2016,April,March,0,0,188.81,0,0,0,0,0,0,,,,,
177835,2016,April,March,1.5714285714,1.037037037,200.185,0.956350121,0,0,9.06,0,100,,,,,
177874,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
177877,2016,April,January,1,0,11.65,0,0,0,0,0,0,,,,,
177940,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
177953,2016,April,March,3.5,0,75.24,-0.0772761173,0,0,0,0,0,,,,,
177957,2016,April,January,10,0,0,0,0,0,0,0,0,,,,,
177958,2016,April,November,0,0,1305.63,0,0,0,0,0,0,,,,,
178098,2016,April,January,5,0,279.06,-1.2959840391,0,0,0,0,0,,,,,
178100,2016,April,January,3.5,1.5,133.9166666667,-0.1540881958,0,0,231.83,119.04,94.7496639785,,,,,
178165,2016,April,October,0,0,585.53,0,0,0,0,0,0,,,,,
178355,2016,April,April,1.25,1.4166666667,1024.1877777778,0.3404558643,0,0,956.95,3779.99,-74.6837954598,,,,,
178426,2016,April,January,2.6666666667,0.99,30.655,0,0,0,30.35,0,100,,,,,
178443,2016,April,January,1,0,117.5966666667,-0.0730947044,0,0,0,0,0,,,,,
178476,2016,April,March,6,0,641.225,-5.0359147026,0,0,0,0,0,,,,,
178523,2016,April,February,7,0,0,0,0,0,0,0,0,,,,,
178531,2016,April,January,1,0,17.895,0,0,0,0,0,0,,,,,
178590,2016,April,April,1.1428571429,1.6666666667,100.765,0.5361538143,0,0,77.9,22.27,249.797934441,,,,,
178641,2016,April,January,2,0.9166666667,41.26,0,0,0,37.82,0,100,,,,,
178689,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
178718,2016,April,November,0,0,750.92,0,0,0,0,0,0,,,,,
178754,2016,April,April,2,1.5,236.2433333333,0,0,0,354.37,699.52,-49.3409766697,,,,,
178757,2016,April,April,3,1.25,270.3525,-0.069920194,0,0,361.57,52.48,588.9672256098,,,,,
178822,2016,April,January,4,0,1271.2,-1.4718309859,0,0,0,0,0,,,,,
178828,2016,April,March,5,0,127.675,0,0,0,0,0,0,,,,,
178891,2016,April,January,2,0,143.525,0,0,0,0,0,0,,,,,
178914,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
178921,2016,April,January,5,0,314.835,0,0,0,0,0,0,,,,,
178943,2016,April,April,0,0,60.9,0,0,0,0,60.9,-100,,,,,
178948,2016,April,January,5,1.03125,0,0,0,0,0,0,0,,,,,
179060,2016,April,January,2.75,0.9925373134,93.064,-0.2262866547,0,0,113.27,0,100,,,,,
179085,2016,April,April,1.5,0,80.0766666667,0.5960005315,0,0,0,150.52,-100,,,,,
179097,2016,April,April,3,0,0,0,0,0,0,0,0,,,,,
179127,2016,April,January,2.3333333333,0.9285714286,103.0825,-0.0972029589,0,0,105.02,16.82,524.3757431629,,,,,
179141,2016,April,November,0,0,40.76,0,0,0,0,0,0,,,,,
179164,2016,April,February,8,0,107.355,-2.9309683605,0,0,0,0,0,,,,,
179175,2016,April,January,1,0,12.43,0,0,0,0,0,0,,,,,
179245,2016,April,October,0,0,1508.36,0,0,0,0,0,0,,,,,
179285,2016,April,January,6,0,2.63,0,0,0,0,0,0,,,,,
179314,2016,April,July,0,0,55.67,0,0,0,0,0,0,,,,,
179380,2016,April,March,8,0,0,0,0,0,0,0,0,,,,,
179412,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
179478,2016,April,February,1,0,183.135,0,0,0,0,0,0,,,,,
179529,2016,April,March,2,0,38.45,0,0,0,0,0,0,,,,,
179537,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
179589,2016,April,March,2.6666666667,1.3125,224.45,0,0,0,294.59,0,100,,,,,
179661,2016,April,July,0,0,100.71,0,0,0,0,0,0,,,,,
179714,2016,April,March,2,0,123.845,0,0,0,0,0,0,,,,,
179775,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
179797,2016,April,January,2,0.75,52.7033333333,-1.6017316017,0,0,102.84,66.11,55.5589169566,,,,,
179807,2016,April,April,1.8,1.3214285714,226.255,-0.2879750025,0,0,385.08,85.71,349.2824641232,,,,,
179848,2016,April,January,2,0,28.8,0,0,0,0,0,0,,,,,
179973,2016,April,January,1.3333333333,0,72.22,-0.053439235,0,0,0,0,0,,,,,
180016,2016,April,July,0,0,81.89,0,0,0,0,0,0,,,,,
180049,2016,April,April,0,0,1567.2,0,0,0,0,1567.2,-100,,,,,
180059,2016,April,February,4.5,1.0510204082,51.86,-0.2346193952,0,0,67.29,0,100,,,,,
180092,2016,April,May,0,0,16.5,0,0,0,0,0,0,,,,,
180144,2016,April,April,1.75,0,38.95,0,0,0,0,57.71,-100,,,,,
180145,2016,April,March,3,0,0,0,0,0,0,0,0,,,,,
180160,2016,April,February,7,0,5.95,0,0,0,0,0,0,,,,,
180285,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
180337,2016,April,April,3,0,620.41,-0.0550553587,0,0,0,1530.4,-100,,,,,
180340,2016,April,January,1.4,0.75,165.6033333333,-0.0429452513,0,0,129.54,0,100,,,,,
180343,2016,April,January,1.6666666667,0,561.3325,-0.0054576989,0,0,0,0,0,,,,,
180345,2016,April,January,2.6666666667,0.9642857143,48.705,-0.0996410625,0,0,51.65,0,100,,,,,
180350,2016,April,March,5,0,343.605,-0.3295429854,0,0,0,0,0,,,,,
180397,2016,April,March,1.5714285714,1.0769230769,16.9825,0.0778259047,0,0,16.87,0,100,,,,,
180403,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
180419,2016,April,April,1.5,0,14.9533333333,1,0,0,0,0,0,,,,,
180422,2016,April,January,3,1,13.91,0,0,0,13.91,15.8,-11.9620253165,,,,,
180425,2016,April,January,2,0,27.1,-1.5103857567,0,0,0,0,0,,,,,
180426,2016,April,March,0,0,9.43,0,0,0,0,0,0,,,,,
180494,2016,April,April,1,0,67.6358333333,1,0,0,0,25.71,-100,,,,,
180520,2016,April,January,4,1.25,31,-1.9992475546,0,0,116.22,0,100,,,,,
180545,2016,April,April,2,0,0,0,0,0,0,0,0,,,,,
180576,2016,April,January,3,0,104.475,0,0,0,0,208.95,-100,,,,,
180586,2016,April,July,0,0,138.64,0,0,0,0,0,0,,,,,
180605,2016,April,January,5.5,0,45.5333333333,-0.1203278689,0,0,0,0,0,,,,,
180682,2016,April,January,2.5,0.5,83.5966666667,0,0,0,41.8,0,100,,,,,
180817,2016,April,April,2.3333333333,1.109375,46.9175,-0.3373790677,0,0,69.61,19.18,262.9301355579,,,,,
180909,2016,April,March,1,0,43.22,0,0,0,0,0,0,,,,,
180986,2016,April,April,1,0,455.9871428571,-0.1286925463,0,0,0,339.57,-100,,,,,
181078,2016,April,March,1.2857142857,1.0416666667,857.205,-0.0291133616,0,0,918.92,0,100,,,,,
181079,2016,April,April,3,0,48.53,-6.6158357771,0,0,0,51.94,-100,,,,,
181105,2016,April,February,4.5,1.0510204082,66.7866666667,0.0948035626,0,0,63.54,0,100,,,,,
181106,2016,April,October,0,0,1049.98,0,0,0,0,0,0,,,,,
181115,2016,April,February,10,0,450.615,-0.0458096634,0,0,0,0,0,,,,,
181132,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
181229,2016,April,March,1.8333333333,1.1470588235,15.04,0,0,0,17.25,0,100,,,,,
181242,2016,April,March,8,0,56.04,0,0,0,0,0,0,,,,,
181310,2016,April,August,0,0,177.2,0,0,0,0,0,0,,,,,
181351,2016,April,April,1.1111111111,1.625,149.761,1,0,0,0,96.79,-100,,,,,
181418,2016,April,February,4,0,80.74,-0.1671624525,0,0,0,0,0,,,,,
181422,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
181435,2016,April,April,1,0,38.1783333333,0,0,0,0,64.88,-100,,,,,
181441,2016,April,April,1.6,1.25,115.0983333333,0,0,0,143.87,0,100,,,,,
181442,2016,April,January,2,0,0,0,0,0,0,0,0,,,,,
181443,2016,April,January,0,0,107.14,0,0,0,0,0,0,,,,,
181457,2016,April,January,10,0,30.385,-0.8957280661,0,0,0,0,0,,,,,
181579,2016,April,October,0,0,136.76,0,0,0,0,0,0,,,,,
181628,2016,April,January,1.75,0.1666666667,237.14,0,0,0,39.52,495.25,-92.0201918223,,,,,
181635,2016,April,November,0,0,76.07,0,0,0,0,0,0,,,,,
181661,2016,April,April,2.2,1.1617647059,27.6433333333,0.6460871361,0,0,11.37,0,100,,,,,
181698,2016,April,November,0,0,820.53,0,0,0,0,0,0,,,,,
181744,2016,April,January,3,1,941.6633333333,0,0,0,941.66,2413.59,-60.9850886025,,,,,
181757,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
181763,2016,April,July,0,0,419.57,0,0,0,0,0,0,,,,,
181923,2016,April,January,1,0,68.3,0,0,0,0,136.6,-100,,,,,
181997,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
182036,2016,April,April,1,0,337.6842857143,1,0,0,0,365.6,-100,,,,,
182072,2016,April,February,8,0,0,0,0,0,0,0,0,,,,,
182165,2016,April,January,9,0,12.345,0,0,0,0,0,0,,,,,
182210,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
182224,2016,April,March,0,0,207.06,0,0,0,0,0,0,,,,,
182241,2016,April,March,0,0,74.57,0,0,0,0,0,0,,,,,
182276,2016,April,February,7,0,0,0,0,0,0,0,0,,,,,
182381,2016,April,September,0,0,54.24,0,0,0,0,0,0,,,,,
182394,2016,April,March,2,0,243.325,0,0,0,0,0,0,,,,,
182396,2016,April,January,3,1,262.8133333333,-0.8393036138,0,0,483.39,0,100,,,,,
182422,2016,April,January,1.3333333333,0,98.85,-0.4113469762,0,0,0,0,0,,,,,
182430,2016,April,January,7,0,166.01,-2.4868657791,0,0,0,0,0,,,,,
182436,2016,April,February,0,0,20.63,0,0,0,0,0,0,,,,,
182502,2016,April,April,1.375,1.3666666667,186.6566666667,0.6119479806,0,0,98.99,59.37,66.7340407613,,,,,
182503,2016,April,April,1.2222222222,1.3928571429,421.494,0.0756412206,0,0,542.67,45.56,1091.1106233538,,,,,
182514,2016,April,February,4,0,34.65,0,0,0,0,0,0,,,,,
182557,2016,April,January,2,0,999.1375,-0.0077889271,0,0,0,0,0,,,,,
182598,2016,April,March,9,0,70.365,-24.1894736842,0,0,0,0,0,,,,,
182601,2016,April,June,0,0,298.35,0,0,0,0,0,0,,,,,
182618,2016,April,March,2,1.25,351.02,0.0411235937,0,0,420.73,0,100,,,,,
